0	5	6
0	15	-15 / 13
0	21	-23 / 20
0	25	16 / 17
0	27	24 / 23
0	28	15 / 11
0	31	20 / 19
0	35	22 / 29
0	39	6 / 11
0	41	-16 / 29
1	3	17 / 4
1	7	-8 / 19
1	17	-5 / 16
1	22	-12 / 19
1	24	-20 / 19
1	27	-18 / 7
1	29	21 / 8
1	31	13 / 29
1	32	-11 / 3
2	2	28 / 23
2	3	19 / 21
2	9	-17 / 15
2	13	-28 / 5
2	15	-9 / 4
2	24	7 / 17
2	32	-21 / 5
2	34	-3 / 25
2	36	-28 / 27
2	37	-10 / 19
2	42	24 / 17
2	49	4 / 9
3	1	5 / 6
3	2	17 / 31
3	3	20 / 23
3	9	20 / 17
3	13	9 / 5
3	15	-7 / 22
3	17	-15 / 4
3	19	-28 / 13
3	21	4 / 25
3	24	-30 / 13
3	39	5 / 13
3	40	28 / 19
3	41	-22 / 13
3	43	26 / 17
3	45	2 / 3
3	49	-20 / 29
4	0	6 / 17
4	1	4 / 35
4	22	8 / 23
4	27	-17 / 27
4	28	22 / 27
4	29	23 / 27
4	38	17 / 16
4	39	-16 / 19
4	48	-27 / 19
5	0	-3 / 7
5	1	-30 / 19
5	5	10 / 11
5	8	-15 / 22
5	11	-9 / 10
5	13	-3 / 22
5	14	-12 / 13
5	21	-10 / 29
5	23	5
5	32	21 / 2
5	36	-29 / 14
5	49	-3 / 29
6	6	-15 / 11
6	26	21 / 13
6	27	-29 / 4
6	31	7 / 30
6	38	11 / 3
6	39	1 / 19
7	0	30 / 11
7	3	24
7	6	-5
7	15	23 / 8
7	17	1 / 21
7	26	-4 / 23
7	32	24 / 17
7	35	19 / 29
7	38	18 / 31
7	40	-16 / 29
7	42	2 / 7
7	44	-25 / 28
7	47	-29 / 7
8	6	7 / 20
8	7	22 / 5
8	11	6 / 5
8	16	-5 / 22
8	17	-2 / 7
8	20	6 / 17
8	24	-19 / 10
8	26	-1 / 26
8	29	-2 / 27
8	32	18 / 23
8	35	-20 / 9
8	37	-28 / 3
8	41	-20
8	43	-8 / 3
9	4	23 / 26
9	8	-12 / 7
9	9	20 / 27
9	12	6 / 25
9	16	-16 / 25
9	18	-25 / 13
9	20	-8 / 13
9	29	-7 / 20
9	30	15 / 23
9	31	-19 / 16
9	33	28 / 27
9	37	24 / 13
9	44	15 / 2
9	46	7 / 11
9	47	7 / 5
9	49	26 / 21
10	0	-14 / 23
10	4	-11 / 13
10	5	-15 / 26
10	15	-24 / 5
