0	0	26 / 23
0	1	6 / 7
0	2	-8 / 17
0	3	-20 / 19
0	4	9 / 4
0	5	13 / 11
0	6	-14 / 23
0	7	-29 / 20
1	0	-6 / 23
1	1	20 / 7
1	3	6 / 23
1	4	-3 / 16
1	5	24 / 25
1	6	-12 / 13
1	8	-22 / 9
1	9	17 / 27
2	2	9 / 20
2	5	-1 / 29
2	9	-3 / 16
3	0	-16 / 11
3	1	25 / 17
3	2	-1 / 4
3	3	-17 / 9
3	4	19 / 18
3	5	-14 / 11
3	6	17 / 25
3	7	8 / 21
3	9	-12 / 7
4	0	-20 / 21
4	2	9 / 26
4	3	6 / 23
4	5	16
4	6	-20 / 3
4	7	-1 / 7
4	8	20 / 19
4	9	2 / 31
5	0	30 / 11
5	3	-27
5	5	10 / 11
5	6	-4 / 21
5	7	3 / 25
5	8	1 / 3
6	1	6 / 17
6	2	13 / 11
6	4	-25 / 13
6	5	-22 / 19
6	6	14 / 19
6	8	-24 / 23
6	9	-12 / 25
7	0	9 / 26
7	2	-5
7	3	-28 / 15
7	4	4 / 27
7	7	-7 / 26
7	9	-23 / 8
8	0	-22 / 27
8	1	-24 / 29
8	2	25 / 22
8	4	20 / 7
8	5	-15 / 31
8	6	4 / 13
8	7	-17 / 29
8	8	-9 / 25
9	1	30
9	2	-3 / 25
9	3	-21 / 22
9	4	-2 / 17
9	5	-13 / 6
9	8	9 / 23
