0	2	-7 / 18
0	6	15 / 28
0	15	-6 / 13
0	36	17 / 7
1	4	-5 / 19
1	11	10 / 9
1	16	-18 / 11
1	19	12 / 5
1	21	-8 / 17
2	9	-12
2	42	6 / 5
3	20	-7 / 27
3	37	-9 / 26
4	0	-25 / 28
4	10	-12 / 31
4	12	-23
4	14	-30 / 23
4	24	-26 / 27
4	31	3 / 2
4	32	23 / 25
4	36	-6 / 17
5	3	-25
5	12	23 / 15
5	24	14 / 3
5	35	4 / 19
5	42	3 / 2
6	5	10 / 11
6	10	-3 / 19
6	13	3 / 25
6	17	-22 / 3
6	22	-14 / 9
6	40	15 / 8
6	49	2 / 7
7	18	22 / 9
7	35	-15 / 17
7	46	-27 / 10
8	9	27 / 26
8	12	-26 / 7
8	43	14 / 13
9	14	-7 / 17
9	24	28 / 23
9	25	26 / 9
10	3	22 / 21
10	13	-17 / 9
10	16	6 / 25
10	22	-5 / 7
10	26	12 / 13
10	28	10 / 17
10	30	22 / 5
10	33	9 / 26
10	49	-12 / 23
11	0	25 / 4
11	4	-14 / 19
11	5	-9 / 20
11	11	29 / 11
11	27	28 / 3
11	42	13 / 4
11	48	30 / 19
12	10	10 / 21
12	11	-22 / 15
12	20	-24
12	30	17 / 25
12	44	21 / 10
12	46	15 / 22
13	0	-3 / 29
13	6	-6 / 13
13	12	-24 / 23
13	19	23 / 25
13	32	-24 / 11
13	39	-14 / 9
14	11	-21 / 10
14	19	12 / 29
14	22	-12 / 29
14	41	-9 / 11
14	49	30 / 23
15	5	4 / 29
15	6	-27 / 29
15	41	-11 / 25
15	43	10 / 17
15	49	-27 / 22
16	3	-12 / 23
16	9	-20 / 3
16	17	4 / 5
16	28	-30 / 7
17	0	13 / 17
17	1	2 / 9
17	8	-25 / 13
17	29	-16 / 19
17	33	-1 / 21
17	42	12
17	47	-30 / 17
18	14	1 / 23
18	20	-11 / 6
18	49	-14
19	12	-10 / 21
19	22	-26 / 19
19	27	5 / 31
19	49	16 / 9
20	9	8 / 19
20	17	26 / 17
20	40	-28 / 25
21	8	-23 / 24
21	21	30 / 11
21	22	-12 / 5
21	42	-12 / 7
21	45	-11
22	3	20 / 3
22	6	-24 / 19
22	15	-17 / 8
23	5	28 / 5
23	23	11 / 14
23	32	-28 / 15
24	15	22 / 9
24	17	-20 / 17
24	38	-22 / 17
24	49	-6 / 23
25	4	-10 / 29
25	21	-6 / 23
25	26	13 / 18
25	36	23 / 8
25	48	9 / 14
26	4	-4 / 3
26	10	23 / 20
26	12	9 / 5
26	29	8 / 5
26	31	15 / 29
26	34	-26 / 11
26	42	18 / 19
27	8	3 / 28
27	35	-7
27	37	16 / 5
27	41	4
27	46	26 / 17
28	5	2 / 25
28	21	-19 / 6
28	36	-16 / 23
28	37	-8 / 31
29	11	1 / 27
29	15	4 / 21
29	22	28 / 15
29	44	23 / 16
29	46	15
30	0	-27 / 4
30	28	-26 / 27
30	29	29 / 14
30	42	-21
31	1	16 / 13
31	18	4 / 9
31	21	-28 / 5
31	24	20 / 9
31	26	-1 / 23
31	35	-16 / 25
31	38	23 / 16
32	4	-21 / 29
32	38	-18 / 5
32	44	10 / 9
33	9	-28 / 3
33	12	30
33	28	-26 / 17
33	34	8 / 5
33	43	21 / 5
33	45	-8 / 13
33	47	-3 / 14
34	16	2 / 5
34	44	-28 / 27
34	46	7 / 27
35	11	-4 / 13
35	24	-3 / 7
35	26	8 / 25
35	38	-28 / 3
36	0	16 / 5
36	16	17 / 30
36	22	15 / 2
37	2	-18
37	7	23 / 4
37	8	20 / 13
37	12	-14 / 27
38	12	-26 / 19
38	14	-26 / 15
38	17	23 / 18
38	34	-27 / 20
38	36	-5 / 9
38	41	20 / 27
38	42	-5
38	44	-28 / 17
38	46	12 / 5
38	49	-19
39	16	10
39	18	25 / 18
39	21	-22
39	27	-13 / 11
39	34	9 / 14
39	35	3 / 32
39	40	10 / 19
40	3	-29 / 20
40	6	8 / 9
40	13	-17 / 12
40	19	28 / 15
40	30	17 / 29
40	34	-5 / 28
40	35	11 / 24
40	37	-30 / 13
40	49	-22 / 23
41	7	-14 / 29
41	13	-7 / 19
41	17	-17 / 6
41	44	15 / 8
41	48	7 / 11
42	3	-25 / 16
42	26	10 / 17
42	37	24 / 11
42	41	12
43	1	1 / 13
43	26	-26 / 7
43	46	-17 / 6
44	5	10 / 11
44	15	-19 / 17
44	20	20 / 29
44	25	1 / 28
44	27	-28 / 13
44	35	-4 / 3
44	36	29 / 18
44	44	10 / 23
45	2	12 / 17
45	11	9 / 5
45	15	9 / 16
45	19	26 / 17
45	27	-3 / 28
45	41	14
45	42	-24 / 19
46	1	-19 / 7
46	2	-17 / 19
46	10	-8 / 7
46	13	15 / 14
46	16	15 / 13
46	41	22 / 21
47	7	10 / 31
47	27	-5 / 3
47	28	27 / 19
47	35	-7 / 19
47	47	1 / 5
48	4	-10 / 23
48	16	-14 / 29
48	17	20 / 13
48	20	9 / 11
48	29	-28 / 19
49	9	20 / 27
