0	15	-29 / 11
0	39	30 / 17
1	34	4 / 5
2	44	29 / 16
3	19	11 / 28
3	43	-5 / 26
5	9	14
6	17	-16 / 13
6	20	9 / 8
6	21	-16 / 27
6	22	11 / 5
7	9	-20 / 3
7	17	16 / 27
7	21	1 / 25
8	14	2 / 21
8	31	-24 / 7
8	35	22
9	44	7 / 18
9	46	-27 / 26
9	49	-15 / 19
10	4	-1 / 15
10	23	-6 / 13
10	25	-9 / 26
10	36	21 / 26
11	7	-3 / 20
11	25	28
11	34	16 / 7
12	31	1 / 11
14	26	20 / 27
14	43	-2 / 31
15	24	7 / 11
16	17	-20 / 17
17	32	-23 / 11
17	43	-8 / 27
18	17	21 / 13
19	37	-29 / 9
20	17	28 / 31
20	20	14 / 33
20	39	-5 / 12
21	2	-15 / 2
21	16	-6 / 13
21	48	29 / 9
25	10	-6 / 17
25	42	-13 / 22
25	45	-2 / 11
26	26	-4 / 11
26	36	-6 / 17
27	5	10 / 17
27	34	20
28	7	9 / 11
28	9	26 / 7
28	28	25 / 28
28	33	2 / 25
28	41	13 / 25
28	44	-25 / 17
29	30	26 / 31
30	15	14 / 27
30	16	-5 / 29
30	33	10 / 31
31	12	2 / 29
31	37	-15 / 19
31	40	-2 / 9
32	11	-9 / 16
32	32	23 / 4
32	49	-2
33	14	-24 / 31
33	17	-27 / 16
33	20	-22
33	28	30 / 7
33	32	-25 / 12
33	42	-11 / 9
34	8	7 / 23
34	16	21 / 25
34	21	-5 / 2
35	1	-11 / 20
35	20	-12 / 29
35	23	-8 / 23
35	46	3 / 22
36	3	20 / 3
36	15	-19 / 7
36	23	-21 / 10
36	31	-1 / 28
36	43	13 / 9
36	46	-3 / 28
38	4	25 / 24
38	34	12 / 7
39	1	-13 / 20
39	8	21 / 29
40	8	-8 / 23
40	9	-24 / 19
40	21	-7 / 19
40	33	-28 / 11
41	3	-30 / 23
41	11	-10 / 11
41	14	6 / 13
41	15	22 / 23
41	46	16 / 29
42	22	7 / 22
43	9	-22 / 7
43	16	26 / 23
43	17	16
43	41	-26 / 9
44	4	30 / 11
45	8	-7 / 23
45	13	16 / 25
45	21	-12 / 31
46	39	28
47	28	13 / 7
47	33	16 / 9
47	44	-19 / 6
48	0	-5 / 9
48	11	-13 / 24
48	19	-29 / 14
48	25	12 / 5
48	45	18 / 19
49	5	24 / 31
49	12	-7 / 27
49	20	3 / 23
49	22	12 / 31
